Date,Target_Production,Previous_Production,Production,Rainfall,Soil_Moisture,Vegetation_Index,Land_Temperature,Equipment_Downtime,Equipment_Availability,Blasting_Delay,Ore_Grade,Shortfall,Shortfall_Percentage,Risk_Level
2018-01-01,9436.350297118406,9443.565999069107,10763.34003654853,72.80936409661743,67.92632454744121,0.5872569462357837,27.162988723178074,7.18372200748135,92.81627799251865,10.862553917588142,42.15987634850778,0.0,0.0,Low
2018-02-01,10876.78576602479,8876.337282204422,12083.016404716627,69.27491177727995,63.51694562583024,0.6678429081743921,40.066007808823244,17.17322652659403,82.82677347340598,10.104455674964889,49.16296987899959,0.0,0.0,Low
2018-03-01,10329.984854528513,8083.346657002147,10052.829496822967,227.5010993250488,50.147026601890126,0.3128041342151243,44.93094749759007,26.44248340453943,73.55751659546057,1.487199250322278,47.80482789370477,277.1553577055456,2.683018045123704,Low
2018-04-01,9996.646210492592,9848.28256897432,10135.395406914713,69.89108796388146,76.92330005283532,0.5561681647445493,20.75065013323482,22.502296819467713,77.49770318053228,7.483708724896971,29.61699714081321,0.0,0.0,Low
2018-05-01,8890.04660110609,9396.559103938578,8930.485344737534,75.26793427087144,24.033216086988197,0.5216348890434367,42.43414664477329,24.583712140120593,75.4162878598794,8.223716756931285,29.477484092244218,0.0,0.0,Low
2018-06-01,8889.986300840506,7569.15928770712,8747.959014167896,192.2555829803113,17.6484947216735,0.6913397449123763,35.56576333996645,20.445934267900086,79.55406573209991,8.57763283704111,33.0452310323474,142.02728667261,1.597609736014801,Low
2018-07-01,8645.2090304205,10188.245145728448,8711.65495267528,117.9375621881296,69.77733768687955,0.7389565893128194,44.33456547912053,21.38374380649987,78.61625619350013,12.023275015319314,35.832241790231116,0.0,0.0,Low
2018-08-01,10665.440364437338,9878.880350231091,10092.785189546052,196.41053366924348,40.74048716436238,0.15790190146030142,31.62523793816069,25.77747824382894,74.22252175617106,11.13844838781069,37.25366744225448,572.6551748912862,5.369259546007474,Medium
2018-09-01,10002.787529358022,10324.299696521733,11405.95855046854,25.68787781545246,69.28781979449423,0.5881129473882153,41.18469826428434,8.990704248057206,91.0092957519428,12.550196763075448,45.39091650500036,0.0,0.0,Low
2018-10-01,10270.181444490114,9540.01827935926,10187.13382179321,127.01708648161224,72.51631436367904,0.18369326942782385,21.55985171495693,15.703898982007933,84.29610101799207,15.532781969300437,26.70041296497506,83.047622696904,0.8086285831051069,Low
2018-11-01,8551.461235739505,9146.953185775265,8985.274403703092,18.067264043987834,14.372031553335,0.5067581323002813,28.381976251957393,8.193864370948862,91.80613562905114,16.446729035605777,26.04018112678199,0.0,0.0,Low
2018-12-01,10924.774630404985,8463.850627017166,10790.180398756276,25.036768829285087,71.84253340902424,0.3369612738783908,21.67541344378025,29.654704223906116,70.34529577609388,14.644338448303394,36.75731688831727,134.59423164870896,1.2320092285850615,Low
2019-01-01,10581.106602001055,10264.549691739046,10041.585829242607,227.54498880265862,41.38233387585955,0.3494047896893918,44.38357833697677,28.43366151122517,71.56633848877483,19.15495022314376,45.914910764139414,539.5207727584475,5.098906882352131,Medium
2019-02-01,9030.847776695691,10031.22361325143,10737.304381164793,43.41888906822284,45.73027423029625,0.37942302724403176,40.42434768179592,3.103950718318165,96.89604928168184,1.346419070850871,30.803060288694475,0.0,0.0,Low
