Date,Target_Production,Previous_Production,Production,Rainfall,Soil_Moisture,Vegetation_Index,Land_Temperature,Equipment_Downtime,Equipment_Availability,Blasting_Delay,Ore_Grade,Shortfall,Shortfall_Percentage,Risk_Level,Target Production,Soil Moisture,Land Temperature,Equipment Downtime,Equipment Availability,Blasting Delay,Ore Grade,Predicted Production,Shortfall Percentage,Risk Level,Recommendation
2018-01-01,9436.350297118406,9443.565999069107,10763.34003654853,72.80936409661743,67.92632454744121,0.5872569462357837,27.162988723178074,7.18372200748135,92.81627799251864,10.862553917588142,42.15987634850778,308.5209400791937,0.0,Low,10763.34003654853,67.92632454744121,27.162988723178074,7.18372200748135,92.81627799251864,10.862553917588142,42.15987634850778,10454.819096469337,2.8664052146598054,LOW,Maintain current production plan and continue monitoring.
2018-02-01,10876.78576602479,8876.337282204422,12083.016404716627,69.27491177727995,63.51694562583024,0.6678429081743921,40.06600780882325,17.17322652659403,82.82677347340598,10.104455674964887,49.16296987899959,266.9403489335,0.0,Low,12083.016404716627,63.51694562583024,40.06600780882325,17.17322652659403,82.82677347340598,10.104455674964887,49.16296987899959,11816.076055783127,2.2092194530936773,LOW,Maintain current production plan and continue monitoring.
2018-03-01,10329.984854528511,8083.346657002147,10052.829496822967,227.5010993250488,50.147026601890126,0.3128041342151243,44.93094749759007,26.44248340453943,73.55751659546057,1.487199250322278,47.80482789370477,0.0,2.683018045123704,Low,10052.829496822967,50.147026601890126,44.93094749759007,26.44248340453943,73.55751659546057,1.487199250322278,47.80482789370477,10149.171071465275,0.0,NO SHORTFALL,Continue current production schedule and routine monitoring.
2018-04-01,9996.646210492592,9848.28256897432,10135.395406914711,69.89108796388146,76.92330005283532,0.5561681647445493,20.75065013323482,22.502296819467716,77.49770318053228,7.483708724896971,29.61699714081321,0.0,0.0,Low,10135.395406914711,76.92330005283532,20.75065013323482,22.502296819467716,77.49770318053228,7.483708724896971,29.61699714081321,10195.464238786119,0.0,NO SHORTFALL,Continue current production schedule and routine monitoring.
2018-05-01,8890.04660110609,9396.559103938578,8930.485344737534,75.26793427087144,24.0332160869882,0.5216348890434367,42.43414664477329,24.583712140120596,75.4162878598794,8.223716756931285,29.477484092244215,61.6362505738598,0.0,Low,8930.485344737534,24.0332160869882,42.43414664477329,24.583712140120596,75.4162878598794,8.223716756931285,29.477484092244215,8868.849094163674,0.6901780608170438,LOW,Maintain current production plan and continue monitoring.
2018-06-01,8889.986300840506,7569.15928770712,8747.959014167896,192.2555829803113,17.6484947216735,0.6913397449123763,35.56576333996645,20.44593426790009,79.55406573209991,8.57763283704111,33.0452310323474,0.0,1.597609736014801,Low,8747.959014167896,17.6484947216735,35.56576333996645,20.44593426790009,79.55406573209991,8.57763283704111,33.0452310323474,8806.720020887347,0.0,NO SHORTFALL,Continue current production schedule and routine monitoring.
2018-07-01,8645.2090304205,10188.245145728448,8711.65495267528,117.9375621881296,69.77733768687955,0.7389565893128194,44.33456547912053,21.38374380649987,78.61625619350013,12.023275015319314,35.83224179023112,0.0,0.0,Low,8711.65495267528,69.77733768687955,44.33456547912053,21.38374380649987,78.61625619350013,12.023275015319314,35.83224179023112,8735.166049798681,0.0,NO SHORTFALL,Continue current production schedule and routine monitoring.
2018-08-01,10665.440364437338,9878.880350231091,10092.785189546052,196.41053366924348,40.74048716436238,0.1579019014603014,31.62523793816069,25.77747824382894,74.22252175617106,11.13844838781069,37.25366744225448,0.0,5.369259546007474,Medium,10092.785189546052,40.74048716436238,31.62523793816069,25.77747824382894,74.22252175617106,11.13844838781069,37.25366744225448,10105.100472312251,0.0,NO SHORTFALL,Continue current production schedule and routine monitoring.
2018-09-01,10002.787529358022,10324.299696521732,11405.95855046854,25.68787781545246,69.28781979449423,0.5881129473882153,41.18469826428434,8.990704248057206,91.0092957519428,12.550196763075448,45.39091650500036,78.4300363939692,0.0,Low,11405.95855046854,69.28781979449423,41.18469826428434,8.990704248057206,91.0092957519428,12.550196763075448,45.39091650500036,11327.528514074571,0.6876233684958237,LOW,Maintain current production plan and continue monitoring.
2018-10-01,10270.181444490114,9540.01827935926,10187.13382179321,127.01708648161224,72.51631436367904,0.1836932694278238,21.55985171495693,15.703898982007932,84.29610101799207,15.532781969300435,26.70041296497506,0.0,0.8086285831051069,Low,10187.13382179321,72.51631436367904,21.55985171495693,15.703898982007932,84.29610101799207,15.532781969300435,26.70041296497506,10505.477025895505,0.0,NO SHORTFALL,Continue current production schedule and routine monitoring.
